Title, Samples absorbance
Comment, 
Date, 15/04/2025 10:33:50 
Operator, 
System Name, Undefined
Wavelength(nm),25cy BiVO4_1 1,Wavelength(nm),25cy BiVO4_2 1,Wavelength(nm),35cy BiVO4_1 1,Wavelength(nm),35cy BiVO4_2 1,Wavelength(nm),WO3_1 1,Wavelength(nm),WO3_2 1,Wavelength(nm),Fe2O3 control 1,Wavelength(nm),Fe2O3 UV-O 5mins 1,Wavelength(nm),Fe2O3 UV-O 5mins 2,
322.000000000005,0.468705055991054,322.000000000005,0.474414378053029,322.000000000005,0.587552404644679,322.000000000005,0.634270509971288,322.000000000005,0.332156691825074,322.000000000005,0.34894282274518,322.000000000005,2.4000031609561,322.000000000005,0.959090550026048,322.000000000005,0.891625718926572,
323.000000000005,0.467044288910024,323.000000000005,0.472050831801336,323.000000000005,0.585599913669882,323.000000000005,0.632159039818694,323.000000000005,0.329504028567906,323.000000000005,0.347038446175695,323.000000000005,2.40242016484159,323.000000000005,0.958719798822755,323.000000000005,0.890151042931457,
324.000000000005,0.465173101911054,324.000000000005,0.470127176697341,324.000000000005,0.583439042322667,324.000000000005,0.630845751457883,324.000000000005,0.328113100373247,324.000000000005,0.345034330450591,324.000000000005,2.40464052572172,324.000000000005,0.955891111370425,324.000000000005,0.890155662241055,
325.000000000006,0.462891490097059,325.000000000006,0.467967003954105,325.000000000006,0.580993535113285,325.000000000006,0.628048385260946,325.000000000006,0.326769534171602,325.000000000006,0.343100827595067,325.000000000006,2.40628453968037,325.000000000006,0.954960783173173,325.000000000006,0.88779139453464,
326.000000000006,0.461345109992489,326.000000000006,0.466429998843099,326.000000000006,0.578224391651977,326.000000000006,0.624825121633828,326.000000000006,0.325646037289515,326.000000000006,0.341275826586117,326.000000000006,2.36427678585391,326.000000000006,0.953852762192089,326.000000000006,0.886359666600025,
327.000000000006,0.460371400197799,327.000000000006,0.465082031773985,327.000000000006,0.576064064709155,327.000000000006,0.622305682677895,327.000000000006,0.32447963347192,327.000000000006,0.339674122085811,327.000000000006,2.32962180525913,327.000000000006,0.953499107157903,327.000000000006,0.886275234521594,
328.000000000006,0.459599573266013,328.000000000006,0.463530488041527,328.000000000006,0.574812014354379,328.000000000006,0.620806561956281,328.000000000006,0.323165503267929,328.000000000006,0.338211431027669,328.000000000006,2.33045465306083,328.000000000006,0.953813796931398,328.000000000006,0.88669608270977,
329.000000000007,0.458617019620352,329.000000000007,0.461773556865669,329.000000000007,0.573409812229321,329.000000000007,0.619154789314924,329.000000000007,0.321991240250462,329.000000000007,0.33643423805458,329.000000000007,2.33107121590394,329.000000000007,0.952201022244493,329.000000000007,0.885197546864339,
330.000000000007,0.457607189142129,330.000000000007,0.460001197584846,330.000000000007,0.571083772001275,330.000000000007,0.617887206615522,330.000000000007,0.321278974197196,330.000000000007,0.335581366155753,330.000000000007,2.39303501363983,330.000000000007,0.949547806672722,330.000000000007,0.884994862886042,
331.000000000007,0.456683426650698,331.000000000007,0.458881262013223,331.000000000007,0.569561040447039,331.000000000007,0.616302172899725,331.000000000007,0.320659492801591,331.000000000007,0.334119008455801,331.000000000007,2.4104790206124,331.000000000007,0.949333428816589,331.000000000007,0.88536772219422,
332.000000000007,0.456307039164048,332.000000000007,0.45804896714284,332.000000000007,0.568587573205023,332.000000000007,0.614578558810222,332.000000000007,0.320302874518579,332.000000000007,0.332935117508302,332.000000000007,2.37855426190802,332.000000000007,0.948169296822531,332.000000000007,0.884331496891499,
333.000000000008,0.456232691727138,333.000000000008,0.457109171446973,333.000000000008,0.567605456482954,333.000000000008,0.613115060189854,333.000000000008,0.320149468708979,333.000000000008,0.332270181766561,333.000000000008,2.33067004158583,333.000000000008,0.945702688710331,333.000000000008,0.882207482741574,
334.000000000008,0.455539755987241,334.000000000008,0.45573373697021,334.000000000008,0.565920677891814,334.000000000008,0.612401336930367,334.000000000008,0.319876733202525,334.000000000008,0.331595494692871,334.000000000008,2.33159495024382,334.000000000008,0.944743255920281,334.000000000008,0.881507053069819,
335.000000000008,0.454547705811498,335.000000000008,0.454738893520822,335.000000000008,0.565076583661411,335.000000000008,0.61038131574146,335.000000000008,0.318566878461884,335.000000000008,0.329979873478576,335.000000000008,2.39455649047393,335.000000000008,0.941609688303469,335.000000000008,0.878587275979707,
336.000000000008,0.453798482778128,336.000000000008,0.454046440426797,336.000000000008,0.563375091497473,336.000000000008,0.609411056131226,336.000000000008,0.318090273350272,336.000000000008,0.329117421337962,336.000000000008,2.40751222193903,336.000000000008,0.940402210299532,336.000000000008,0.878872232326695,
337.000000000008,0.453087000347529,337.000000000008,0.453274752432368,337.000000000008,0.561871521987727,337.000000000008,0.607850527376866,337.000000000008,0.317714178856537,337.000000000008,0.328217373050028,337.000000000008,2.40593169417174,337.000000000008,0.938888588894646,337.000000000008,0.879292056269542,
338.000000000009,0.452629770047861,338.000000000009,0.451999993411815,338.000000000009,0.560672071649948,338.000000000009,0.605829904920532,338.000000000009,0.317258157047771,338.000000000009,0.327004076353707,338.000000000009,2.50217982359226,338.000000000009,0.93690224899585,338.000000000009,0.878129165001951,
339.000000000009,0.452747304635955,339.000000000009,0.449995914904826,339.000000000009,0.559425407041763,339.000000000009,0.604519615829863,339.000000000009,0.316794760939152,339.000000000009,0.325612446030847,339.000000000009,2.77456130886655,339.000000000009,0.935371352601468,339.000000000009,0.874992382027084,
340.000000000009,0.452082752343181,340.000000000009,0.449468696165451,340.000000000009,0.559281810957759,340.000000000009,0.604579165824737,340.000000000009,0.315398757049043,340.000000000009,0.325225924298623,340.000000000009,2.38773046390752,340.000000000009,0.933217502815977,340.000000000009,0.874845971660397,
341.000000000009,0.450756010348323,341.000000000009,0.448723662021109,341.000000000009,0.557242952076214,341.000000000009,0.602579177141633,341.000000000009,0.314672054378028,341.000000000009,0.324276071204326,341.000000000009,2.31895696692857,341.000000000009,0.930837214230448,341.000000000009,0.872840531442544,
342.00000000001,0.44977152629792,342.00000000001,0.447941959554579,342.00000000001,0.555097107266812,342.00000000001,0.601151908129341,342.00000000001,0.314025950942455,342.00000000001,0.322655982541946,342.00000000001,2.35367563941211,342.00000000001,0.92944679509719,342.00000000001,0.871253069006244,
343.00000000001,0.449203327555987,343.00000000001,0.446964984966505,343.00000000001,0.55359939310438,343.00000000001,0.600200692791041,343.00000000001,0.313278597802238,343.00000000001,0.321087971745634,343.00000000001,2.39194681071563,343.00000000001,0.928555584597202,343.00000000001,0.870063213395818,
344.00000000001,0.448870461421858,344.00000000001,0.445638168966603,344.00000000001,0.552832820589398,344.00000000001,0.59881703684936,344.00000000001,0.31238500777573,344.00000000001,0.320280726933305,344.00000000001,2.38127308066143,344.00000000001,0.92698035570307,344.00000000001,0.868562590625233,
345.00000000001,0.449274295282737,345.00000000001,0.444540644734008,345.00000000001,0.551227346719536,345.00000000001,0.597422018145875,345.00000000001,0.311203428704193,345.00000000001,0.318936449690033,345.00000000001,2.31372866300347,345.00000000001,0.923323908749382,345.00000000001,0.867127920109198,
346.00000000001,0.449130226373769,346.00000000001,0.443437416775824,346.00000000001,0.55082853241771,346.00000000001,0.596333604465244,346.00000000001,0.310175772981921,346.00000000001,0.317974351936953,346.00000000001,2.30196338997952,346.00000000001,0.922132450666588,346.00000000001,0.864036855031288,
347.000000000011,0.448097825375672,347.000000000011,0.442454202949129,347.000000000011,0.550138555579132,347.000000000011,0.594811325334816,347.000000000011,0.309169002928825,347.000000000011,0.316647972508239,347.000000000011,2.3369106023936,347.000000000011,0.920778700950481,347.000000000011,0.861538683758602,
348.000000000011,0.447117795081245,348.000000000011,0.44154877333599,348.000000000011,0.548417112576095,348.000000000011,0.59306945297985,348.000000000011,0.307982938934839,348.000000000011,0.315344310913248,348.000000000011,2.37311750572649,348.000000000011,0.919630512142763,348.000000000011,0.859962898468005,
349.000000000011,0.447120421441274,349.000000000011,0.440694573378968,349.000000000011,0.54568042341332,349.000000000011,0.59164871165602,349.000000000011,0.306604217532949,349.000000000011,0.314503825104615,349.000000000011,2.36826305195102,349.000000000011,0.919516676333078,349.000000000011,0.859161335783197,
350.000000000011,0.446908774688156,350.000000000011,0.440267676352962,350.000000000011,0.545675826777203,350.000000000011,0.591768114694372,350.000000000011,0.306361889296997,350.000000000011,0.313169325245196,350.000000000011,2.36379803752275,350.000000000011,0.919932536816917,350.000000000011,0.858956123521885,
351.000000000012,0.44698781765146,351.000000000012,0.439572873121845,351.000000000012,0.545078568293165,351.000000000012,0.591631387114874,351.000000000012,0.304821332464871,351.000000000012,0.31198774359891,351.000000000012,2.35894195731164,351.000000000012,0.917989696352876,351.000000000012,0.856499776200583,
352.000000000012,0.446939348424451,352.000000000012,0.439069281936019,352.000000000012,0.544117319816534,352.000000000012,0.590440750366835,352.000000000012,0.303444003879236,352.000000000012,0.310455424591049,352.000000000012,2.35378908681639,352.000000000012,0.916762385817898,352.000000000012,0.856091185839501,
353.000000000012,0.446951453248705,353.000000000012,0.438662152123146,353.000000000012,0.54296742615654,353.000000000012,0.58849765734346,353.000000000012,0.30254625605009,353.000000000012,0.308818533971492,353.000000000012,2.34834915484501,353.000000000012,0.916298491023892,353.000000000012,0.856539473837661,
354.000000000012,0.447251140409291,354.000000000012,0.438076631333981,354.000000000012,0.541733644418318,354.000000000012,0.586582362373702,354.000000000012,0.302014234756269,354.000000000012,0.307545813758775,354.000000000012,2.34268949183633,354.000000000012,0.915788903701189,354.000000000012,0.855292643968832,
355.000000000013,0.446498735624026,355.000000000013,0.437057726572076,355.000000000013,0.539735900937862,355.000000000013,0.586218184303439,355.000000000013,0.301070396281903,355.000000000013,0.306810163592286,355.000000000013,2.33752474834817,355.000000000013,0.915645196661476,355.000000000013,0.854386763000481,
356.000000000013,0.447520273582328,356.000000000013,0.436473811615944,356.000000000013,0.539364229745694,356.000000000013,0.586601629992282,356.000000000013,0.299931125125163,356.000000000013,0.305623029338139,356.000000000013,2.33194459025286,356.000000000013,0.917500801425539,356.000000000013,0.85329011576755,
357.000000000013,0.44797786911561,357.000000000013,0.436479335262883,357.000000000013,0.539159121393479,357.000000000013,0.586907480843503,357.000000000013,0.299098896891604,357.000000000013,0.304682103728259,357.000000000013,2.3262208879035,357.000000000013,0.918255089143042,357.000000000013,0.853436012383429,
358.000000000013,0.448054251892443,358.000000000013,0.436973660191578,358.000000000013,0.538619876558857,358.000000000013,0.58644630118774,358.000000000013,0.298599584089259,358.000000000013,0.304103125501076,358.000000000013,2.32049462535702,358.000000000013,0.917916806607411,358.000000000013,0.854619891714652,
359.000000000013,0.448927745602446,359.000000000013,0.437718083888282,359.000000000013,0.537707087043577,359.000000000013,0.584770219547501,359.000000000013,0.29820326993879,359.000000000013,0.303693513486319,359.000000000013,2.31682477020087,359.000000000013,0.917904789331152,359.000000000013,0.855867494517947,
360.000000000014,0.449758416743858,360.000000000014,0.438641510825312,360.000000000014,0.537641897702765,360.000000000014,0.584710368000557,360.000000000014,0.297129360383681,360.000000000014,0.302480573454182,360.000000000014,2.34909832414793,360.000000000014,0.919821358795048,360.000000000014,0.856432386028677,
361.000000000014,0.450622229648474,361.000000000014,0.438513612785635,361.000000000014,0.538033785972675,361.000000000014,0.584427260219639,361.000000000014,0.297188302244823,361.000000000014,0.301860579090724,361.000000000014,2.35285834315745,361.000000000014,0.922572974737862,361.000000000014,0.858108850196518,
362.000000000014,0.451790184002079,362.000000000014,0.438928610886752,362.000000000014,0.537618196178041,362.000000000014,0.584710118179769,362.000000000014,0.297037781361243,362.000000000014,0.301382722659826,362.000000000014,2.34845425763046,362.000000000014,0.922742351362235,362.000000000014,0.859183923011198,
363.000000000014,0.453383095990218,363.000000000014,0.439873840224777,363.000000000014,0.537400502312687,363.000000000014,0.585601727868153,363.000000000014,0.296578648549379,363.000000000014,0.301052251634067,363.000000000014,2.3434641645357,363.000000000014,0.921812537639987,363.000000000014,0.859716730846038,
364.000000000015,0.455293303020892,364.000000000015,0.440487964832573,364.000000000015,0.539333893474186,364.000000000015,0.586604695558057,364.000000000015,0.296376735554703,364.000000000015,0.301055771368948,364.000000000015,2.33884988032621,364.000000000015,0.923792263656401,364.000000000015,0.860868476920301,
365.000000000015,0.455457028749532,365.000000000015,0.441705378502461,365.000000000015,0.53858907204706,365.000000000015,0.586063367283867,365.000000000015,0.295990752348567,365.000000000015,0.300441467553546,365.000000000015,2.33688026993653,365.000000000015,0.924915665781395,365.000000000015,0.864444209529614,
366.000000000015,0.45587405077409,366.000000000015,0.442458200391919,366.000000000015,0.538173508557966,366.000000000015,0.586553492940723,366.000000000015,0.296917948997475,366.000000000015,0.300562458800495,366.000000000015,2.34046126856867,366.000000000015,0.92661233970634,366.000000000015,0.8669613274297,
367.000000000015,0.457420432880968,367.000000000015,0.443361369440504,367.000000000015,0.539253388985468,367.000000000015,0.587529161139812,367.000000000015,0.297727421922357,367.000000000015,0.300712646561423,367.000000000015,2.29682197444334,367.000000000015,0.927368585518635,367.000000000015,0.867675220331702,
368.000000000015,0.459278038005258,368.000000000015,0.444347877064441,368.000000000015,0.541052836712202,368.000000000015,0.588600134311013,368.000000000015,0.298083083710817,368.000000000015,0.300736001707621,368.000000000015,2.26594039825027,368.000000000015,0.928221537735482,368.000000000015,0.86801664967992,
369.000000000016,0.460046479759016,369.000000000016,0.445052934344724,369.000000000016,0.541989836494802,369.000000000016,0.589418757032027,369.000000000016,0.298172160852665,369.000000000016,0.300702000078323,369.000000000016,2.33680785515401,369.000000000016,0.930825418789636,369.000000000016,0.870079868836854,
370.000000000016,0.461110828839922,370.000000000016,0.445426645766132,370.000000000016,0.542337902882995,370.000000000016,0.589520008644998,370.000000000016,0.298149677278917,370.000000000016,0.30031716166923,370.000000000016,2.32612073400178,370.000000000016,0.930268093606348,370.000000000016,0.871348282983776,
371.000000000016,0.46186831672125,371.000000000016,0.447066540905817,371.000000000016,0.542507874120479,371.000000000016,0.589823010927725,371.000000000016,0.298473771806709,371.000000000016,0.300618054003044,371.000000000016,2.32187696548299,371.000000000016,0.930712969226537,371.000000000016,0.874295223596735,
372.000000000016,0.462966741663186,372.000000000016,0.448428620981866,372.000000000016,0.543134316095857,372.000000000016,0.590658219015665,372.000000000016,0.299758593487873,372.000000000016,0.300975982929279,372.000000000016,2.3778584918102,372.000000000016,0.929610598527607,372.000000000016,0.876118762105626,
373.000000000017,0.464329434993018,373.000000000017,0.44908102978146,373.000000000017,0.5438676098646,373.000000000017,0.591651777869552,373.000000000017,0.300975297549577,373.000000000017,0.301182330042359,373.000000000017,2.4080310411303,373.000000000017,0.929670090587338,373.000000000017,0.87685444206559,
374.000000000017,0.46551415991688,374.000000000017,0.449231576139745,374.000000000017,0.544294639237737,374.000000000017,0.592395077040812,374.000000000017,0.30086743379723,374.000000000017,0.30132699896718,374.000000000017,2.31507015399915,374.000000000017,0.934354562396695,374.000000000017,0.877518963698538,
375.000000000017,0.465444449193006,375.000000000017,0.450653969316928,375.000000000017,0.546436414280065,375.000000000017,0.594372144657444,375.000000000017,0.301285969573948,375.000000000017,0.302598669898245,375.000000000017,2.3188509414364,375.000000000017,0.937965060008643,375.000000000017,0.878155694510744,
376.000000000017,0.467291630634889,376.000000000017,0.451532634667338,376.000000000017,0.546532755358374,376.000000000017,0.594751566121654,376.000000000017,0.301980192285785,376.000000000017,0.303176718342232,376.000000000017,2.31920797258816,376.000000000017,0.935286336050146,376.000000000017,0.880589360097521,
377.000000000018,0.468055560153887,377.000000000018,0.45190879616168,377.000000000018,0.546424273186883,377.000000000018,0.594874091997479,377.000000000018,0.302275236102331,377.000000000018,0.302964397088001,377.000000000018,2.32330745744405,377.000000000018,0.933795865972394,377.000000000018,0.882182716973408,
378.000000000018,0.46863491522974,378.000000000018,0.452246173286506,378.000000000018,0.546565521156824,378.000000000018,0.595289604997172,378.000000000018,0.302651181891922,378.000000000018,0.302582683949189,378.000000000018,2.32804163164914,378.000000000018,0.935340624242687,378.000000000018,0.882928445942304,
379.000000000018,0.470347929034786,379.000000000018,0.453058912686056,379.000000000018,0.547117073282265,379.000000000018,0.596111775188882,379.000000000018,0.303662370708209,379.000000000018,0.302717954060002,379.000000000018,2.32043434400178,379.000000000018,0.939220815837727,379.000000000018,0.883649775539641,
380.000000000018,0.470333049374567,380.000000000018,0.454395028855035,380.000000000018,0.54887391171598,380.000000000018,0.596274917414918,380.000000000018,0.304363275925274,380.000000000018,0.303122856575544,380.000000000018,2.24738642639353,380.000000000018,0.940167821359621,380.000000000018,0.885338071656076,
381.000000000018,0.46992357988124,381.000000000018,0.454936238185741,381.000000000018,0.549188011632135,381.000000000018,0.596840317549174,381.000000000018,0.304011997063014,381.000000000018,0.303595801231212,381.000000000018,2.29757443979103,381.000000000018,0.938753495446265,381.000000000018,0.886025407876115,
382.000000000019,0.469297725906983,382.000000000019,0.455049200986649,382.000000000019,0.548866616853743,382.000000000019,0.597568961506392,382.000000000019,0.304065574911722,382.000000000019,0.303541456159987,382.000000000019,2.33195897714827,382.000000000019,0.937924965994016,382.000000000019,0.885148511446918,
383.000000000019,0.469252506628636,383.000000000019,0.455387150492577,383.000000000019,0.548575720549787,383.000000000019,0.597632586137115,383.000000000019,0.304361548589053,383.000000000019,0.303033681320834,383.000000000019,2.33386201480689,383.000000000019,0.936562725285978,383.000000000019,0.885711689038339,
384.000000000019,0.470196689154016,384.000000000019,0.456065690948987,384.000000000019,0.54868385583515,384.000000000019,0.596690195006019,384.000000000019,0.304465841546778,384.000000000019,0.302430834360522,384.000000000019,2.32033469481011,384.000000000019,0.934195224103254,384.000000000019,0.889125147708061,
385.000000000019,0.470346883219324,385.000000000019,0.454555641656395,385.000000000019,0.548365009974546,385.000000000019,0.596986186940468,385.000000000019,0.30438735497463,385.000000000019,0.302582143801466,385.000000000019,2.33039610724857,385.000000000019,0.937134257880175,385.000000000019,0.886504586077053,
386.00000000002,0.469308332824934,386.00000000002,0.45482056286828,386.00000000002,0.547920283353779,386.00000000002,0.595745884332923,386.00000000002,0.303461639557679,386.00000000002,0.302023270414372,386.00000000002,2.27079901586803,386.00000000002,0.936639468364775,386.00000000002,0.884156698611173,
387.00000000002,0.468761694000901,387.00000000002,0.45448152321698,387.00000000002,0.548076141047962,387.00000000002,0.596033830859863,387.00000000002,0.303267675776781,387.00000000002,0.30140092550597,387.00000000002,2.25316152282292,387.00000000002,0.936441047975201,387.00000000002,0.884104172721202,
388.00000000002,0.468513192510632,388.00000000002,0.454229017031775,388.00000000002,0.547767341240614,388.00000000002,0.596378252959959,388.00000000002,0.303539449458491,388.00000000002,0.301075247400757,388.00000000002,2.28751760356526,388.00000000002,0.937218523670341,388.00000000002,0.884939752505794,
389.00000000002,0.468192311714131,389.00000000002,0.454517381394236,389.00000000002,0.546283794746781,389.00000000002,0.595383270866318,389.00000000002,0.303627291375488,389.00000000002,0.300877702061531,389.00000000002,2.33940866255806,389.00000000002,0.938782097568817,389.00000000002,0.88514771277371,
390.00000000002,0.467902056960366,390.00000000002,0.45354302225274,390.00000000002,0.544797080785598,390.00000000002,0.594179193993669,390.00000000002,0.302738602222836,390.00000000002,0.299237849884462,390.00000000002,2.30096627074007,390.00000000002,0.940058053748881,390.00000000002,0.884777815803539,
391.000000000021,0.468334278453942,391.000000000021,0.452904976798625,391.000000000021,0.543768210059879,391.000000000021,0.593856948117529,391.000000000021,0.302096656103668,391.000000000021,0.298555329368109,391.000000000021,2.29750677293495,391.000000000021,0.939589484498432,391.000000000021,0.881123584841478,
392.000000000021,0.466704582194349,392.000000000021,0.451604635216989,392.000000000021,0.543467351266596,392.000000000021,0.593688845012698,392.000000000021,0.301012199770075,392.000000000021,0.297696108351493,392.000000000021,2.30765393509784,392.000000000021,0.93957778233507,392.000000000021,0.881460122314997,
393.000000000021,0.465205632163779,393.000000000021,0.450906906500704,393.000000000021,0.54309248245181,393.000000000021,0.593326528536986,393.000000000021,0.300098096702072,393.000000000021,0.296881442792944,393.000000000021,2.31436407485484,393.000000000021,0.939518241808412,393.000000000021,0.882415331753508,
394.000000000021,0.46511753722233,394.000000000021,0.451191426492727,394.000000000021,0.542097072881348,394.000000000021,0.592549079905307,394.000000000021,0.299659282295222,394.000000000021,0.296256459676441,394.000000000021,2.31310039683262,394.000000000021,0.939542685497905,394.000000000021,0.88226748552145,
395.000000000022,0.465108996791783,395.000000000022,0.450803112568222,395.000000000022,0.540598571848752,395.000000000022,0.591284336011166,395.000000000022,0.299198308647516,395.000000000022,0.295579401875528,395.000000000022,2.32189385938576,395.000000000022,0.941491299861341,395.000000000022,0.884417375288854,
396.000000000022,0.465551102419266,396.000000000022,0.450111748376307,396.000000000022,0.541208636802527,396.000000000022,0.589848652125978,396.000000000022,0.298053060163426,396.000000000022,0.294394255017775,396.000000000022,2.29964896738274,396.000000000022,0.940201954411556,396.000000000022,0.880778293087905,
397.000000000022,0.464087738054383,397.000000000022,0.449320377240461,397.000000000022,0.539413960966931,397.000000000022,0.588196501493132,397.000000000022,0.296824948389867,397.000000000022,0.293345132335375,397.000000000022,2.2977845042355,397.000000000022,0.941789465743995,397.000000000022,0.879785798851457,
